date,open,high,low,close,volume,barCount,wap
2026-03-17 19:05:00+00:00,6719.45,6719.45,6715.55,6719.02,0,286,0.0
2026-03-17 19:10:00+00:00,6719.08,6721.07,6719.07,6721.0,0,288,0.0
2026-03-17 19:15:00+00:00,6721.06,6724.74,6720.71,6723.44,0,280,0.0
2026-03-17 19:20:00+00:00,6723.53,6723.59,6720.31,6720.92,0,283,0.0
2026-03-17 19:25:00+00:00,6720.96,6721.19,6719.06,6719.93,0,285,0.0
2026-03-17 19:30:00+00:00,6719.97,6721.89,6718.34,6718.93,0,286,0.0
2026-03-17 19:35:00+00:00,6718.98,6720.37,6718.63,6719.01,0,284,0.0
2026-03-17 19:40:00+00:00,6719.0,6720.25,6716.91,6717.63,0,283,0.0
2026-03-17 19:45:00+00:00,6717.64,6720.94,6717.64,6720.9,0,286,0.0
2026-03-17 19:50:00+00:00,6720.78,6721.42,6715.48,6721.42,0,290,0.0
2026-03-17 19:55:00+00:00,6721.43,6721.43,6713.78,6717.19,0,295,0.0
2026-03-18 13:30:00+00:00,6697.16,6699.13,6688.97,6696.89,0,295,0.0
2026-03-18 13:35:00+00:00,6697.48,6701.83,6696.46,6700.03,0,297,0.0
2026-03-18 13:40:00+00:00,6700.49,6704.99,6693.13,6696.17,0,296,0.0
2026-03-18 13:45:00+00:00,6696.69,6705.18,6695.54,6700.55,0,296,0.0
2026-03-18 13:50:00+00:00,6700.65,6701.94,6695.6,6696.89,0,290,0.0
2026-03-18 13:55:00+00:00,6696.7,6701.75,6693.5,6701.75,0,296,0.0
2026-03-18 14:00:00+00:00,6702.27,6703.14,6689.61,6694.28,0,294,0.0
2026-03-18 14:05:00+00:00,6694.25,6702.78,6691.84,6699.05,0,291,0.0
2026-03-18 14:10:00+00:00,6698.64,6698.64,6681.43,6681.43,0,291,0.0
2026-03-18 14:15:00+00:00,6681.31,6686.67,6680.97,6684.81,0,292,0.0
2026-03-18 14:20:00+00:00,6684.86,6685.98,6681.91,6682.13,0,298,0.0
2026-03-18 14:25:00+00:00,6682.16,6682.6,6667.32,6669.25,0,294,0.0
2026-03-18 14:30:00+00:00,6669.37,6677.99,6668.89,6671.32,0,288,0.0
2026-03-18 14:35:00+00:00,6671.45,6674.5,6669.12,6670.8,0,290,0.0
2026-03-18 14:40:00+00:00,6670.69,6671.07,6666.83,6668.46,0,290,0.0
2026-03-18 14:45:00+00:00,6668.32,6673.12,6666.52,6667.76,0,294,0.0
2026-03-18 14:50:00+00:00,6667.94,6672.93,6667.94,6671.74,0,289,0.0
2026-03-18 14:55:00+00:00,6671.71,6680.05,6671.23,6680.02,0,293,0.0
2026-03-18 15:00:00+00:00,6679.82,6685.78,6677.06,6680.5,0,291,0.0
2026-03-18 15:05:00+00:00,6680.61,6689.03,6680.54,6689.03,0,294,0.0
2026-03-18 15:10:00+00:00,6689.09,6689.22,6683.47,6684.52,0,294,0.0
2026-03-18 15:15:00+00:00,6684.49,6686.12,6677.84,6678.32,0,288,0.0
2026-03-18 15:20:00+00:00,6678.35,6680.5,6673.83,6680.5,0,288,0.0
2026-03-18 15:25:00+00:00,6680.58,6681.73,6678.8,6678.81,0,291,0.0
2026-03-18 15:30:00+00:00,6678.25,6685.23,6678.05,6683.03,0,291,0.0
2026-03-18 15:35:00+00:00,6683.09,6684.61,6680.63,6683.26,0,287,0.0
2026-03-18 15:40:00+00:00,6683.24,6683.44,6677.44,6680.79,0,293,0.0
2026-03-18 15:45:00+00:00,6680.82,6682.39,6676.96,6677.87,0,293,0.0
